Species,Class,therm,common_name,rec,neo,mal,log_bm,log_pl,log_rec,Subclade
Spilotes_pullatus,Reptilia,ectothermic,Tiger rat snake,21,2,2,8.18868912498004,5.18746967640173,3.04452243772342,Colubridae
Stellagama_stellio,Reptilia,ectothermic,Hardun sling-tailed agama,38,2,2,5.34710753133014,4.61640229624362,3.63758615972639,Agamidae
Suricata_suricatta,Mammalia,endothermic,Slender tail meerkat,133,21,16,6.58686107284519,5.55068953519254,4.89034912822175,Carnivora
Sus_scrofa,Mammalia,endothermic,Guinea forest hog,66,7,4,11.5233915040046,6.15874922157864,4.18965474202643,Cetartiodactyla
Sylvilagus_transitionalis,Mammalia,endothermic,New england cottontail,35,2,1,6.48722729253472,5.40700020500891,3.55534806148941,Lagomorpha
Tadorna_radjah,Aves,endothermic,Radjah shelduck,41,0,0,6.78583620055416,4.93647300120442,3.71357206670431,Anseriformes
Taeniopygia_guttata,Aves,endothermic,Timor zebra finch,29,1,0,2.48823444006072,5.28538951700705,3.36729582998647,Passeroidea
Tauraco_erythrolophus,Aves,endothermic,Red crested turaco,24,0,0,5.56543952483017,3.55443026950431,3.17805383034795,Musophagiformes
Theristicus_melanopis,Aves,endothermic,Black faced ibis,72,0,0,7.32974968977188,5.1637416582717,4.27666611901606,Pelecaniformes
Thraupis_episcopus,Aves,endothermic,Blue gray tanager,26,1,0,3.55534806068287,5.33377713066737,3.25809653802148,Passeroidea
Tiliqua_scincoides,Reptilia,ectothermic,Eastern blue tongued skink,25,6,4,5.94017125360276,4.94673738117964,3.2188758248682,Scincidae
Trachycephalus_resinifictrix,Amphibia,ectothermic,Mission-eyed tree frog,69,6,4,4.47733681413243,5.37793283426866,4.23410650459726,Hylidae
Tragelaphus_strepsiceros,Mammalia,endothermic,Kudu,48,3,0,12.2713967965801,6.29497598966926,3.87120101090789,Cetartiodactyla
Tribolonotus_pseudoponceleti,Reptilia,ectothermic,False poncelet's helmet skink,23,0,0,4.33073333963979,4.93117830992893,3.13549421592915,Scincidae
Trichoglossus_haematodus,Aves,endothermic,Coconut lorikeet,190,5,3,4.72959776508876,5.24369719114961,5.24702407216049,Psittaciformes
Tropidolaemus_wagleri,Reptilia,ectothermic,Wagler's pit viper,34,1,1,6.82437366924742,5.06276958948667,3.52636052461616,Viperidae
Tympanuchus_cupido,Aves,endothermic,Greater prairie-chicken,20,1,0,6.76858516165731,4.99643213730909,2.99573227355399,Galliformes
Typhlonectes_natans,Amphibia,ectothermic,Rio couca caecilian,40,0,0,6.42162226832364,5.76093618110785,3.68887945411394,Typhlonectidae
Uraeginthus_bengalus,Aves,endothermic,Red cheeked cordon bleu,28,0,0,2.29253475806722,5.29028320521926,3.3322045101752,Passeroidea
Uromastyx_geyri,Reptilia,ectothermic,Dabb lizard,20,0,0,5.28320372836591,4.64368438250861,2.99573227355399,Agamidae
Uroplatus_phantasticus,Reptilia,ectothermic,Satanic leaf-tailed gecko,55,2,2,4.45550941038911,5.06549236447337,4.00733318523247,Gekkonidae
Uroplatus_sikorae,Reptilia,ectothermic,Leaf tailed gecko,64,2,1,4.81218435436067,5.13990005409507,4.15888308335967,Gekkonidae
Ursus_maritimus,Mammalia,endothermic,Polar bear,26,8,5,12.8706927716508,5.8802955906008,3.25809653802148,Carnivora
Varanus_beccarii,Reptilia,ectothermic,Varanus beccarii,31,8,5,5.82894561751291,4.92006950081035,3.43398720448515,Varanidae
Varanus_prasinus,Reptilia,ectothermic,Emerald monitor,41,4,2,5.73657229786079,4.92055201207842,3.71357206670431,Varanidae
Varanus_salvadorii,Reptilia,ectothermic,Varanus salvadorii,23,1,0,6.74523635014223,4.92786790453803,3.13549421592915,Varanidae
Varecia_variegata,Mammalia,endothermic,Red/black ruffed lemur,48,16,11,8.11671562473427,5.23476586031203,3.87120101090789,Primates
Vini_australis,Aves,endothermic,Blue crowned lory,27,0,0,4.00733318409443,5.23400521439081,3.29583686600433,Psittaciformes
Vulpes_zerda,Mammalia,endothermic,Fennec fox,22,7,6,7.00306545842214,5.53387779737675,3.09104245335832,Carnivora
Zalophus_californianus,Mammalia,endothermic,California sealion,57,11,8,11.2897819136746,5.97443921230081,4.04305126783455,Carnivora
Zenaida_graysoni,Aves,endothermic,Soccoro dove,35,1,1,5.25749537271038,4.56298235349192,3.55534806148941,Columbiformes
